#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN25295967	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess left lower abdomen	PDT001516422.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
SAMN25295966	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess scrotal	PDT001516423.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
SAMN25295965	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab wound right scalp	PDT001516424.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
SAMN25295964	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab left, foot	PDT001516425.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:17Z
SAMN25295667	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516426.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:17Z
SAMN25295963	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab right ear	PDT001516427.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:17Z
SAMN25295962	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	aspirate	PDT001516428.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:17Z
SAMN25295961	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab foot left	PDT001516429.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:17Z
SAMN25295960	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess jaw	PDT001516430.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:18Z
SAMN25295959	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab central venous line	PDT001516431.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:18Z
SAMN25295882	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516433.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:18Z
SAMN25295877	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516438.1	vancomycin	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:19Z
SAMN25295876	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516439.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:20Z
SAMN25295875	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516440.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:20Z
SAMN25295658	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516442.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:20Z
SAMN25295871	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516445.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:21Z
SAMN25295869	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516447.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:21Z
SAMN25295864	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516452.1	tetracycline	resistant	>=	16.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:22Z
SAMN25295657	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516453.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:22Z
SAMN25295862	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516455.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:22Z
SAMN25295859	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516458.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:23Z
SAMN25295782	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516460.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:23Z
SAMN25295781	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516461.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:23Z
SAMN25295780	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516462.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:23Z
SAMN25295778	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516464.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:24Z
SAMN25295777	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516465.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:24Z
SAMN25295776	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516466.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:24Z
SAMN25295772	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516471.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:25Z
SAMN25295771	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516472.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:25Z
SAMN25295770	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516473.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:25Z
SAMN25295769	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516474.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:26Z
SAMN25295768	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516475.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:26Z
SAMN25295766	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516477.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:26Z
SAMN25295765	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516478.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:26Z
SAMN25295647	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516480.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:27Z
SAMN25295761	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516483.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:27Z
SAMN25295760	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516484.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:27Z
SAMN25295759	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516485.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:28Z
SAMN25295757	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516487.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:28Z
SAMN25295755	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516489.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:28Z
SAMN25295646	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516491.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:29Z
SAMN25295751	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516494.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:29Z
SAMN25295749	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516496.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:29Z
SAMN25295747	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516498.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:30Z
SAMN25295746	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516499.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:30Z
SAMN25295745	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516500.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:30Z
SAMN25295744	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516501.1	vancomycin	susceptible	==	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:30Z
SAMN25295743	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Maxillary Sinus)	PDT001516503.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:31Z
SAMN25295742	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516504.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:31Z
SAMN25295741	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516505.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:31Z
SAMN25295739	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516507.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:31Z
SAMN25295738	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516508.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:32Z
SAMN25295736	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516510.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:32Z
SAMN25295735	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516511.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:32Z
SAMN25295734	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516512.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:32Z
SAMN25295634	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516603.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T18:49:22Z
SAMN36726475	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830422.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:28Z
SAMN36726471	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830425.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T13:49:18Z
SAMN36726465	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830432.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-20T22:17:23Z
SAMN36726433	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830438.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:35Z
SAMN36726440	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830484.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-20T22:17:23Z
SAMN36726400	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830491.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T16:56:29Z
SAMN36726699	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830500.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T18:06:28Z
SAMN36726692	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830508.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T03:07:26Z
SAMN36726686	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830514.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T16:02:36Z
SAMN36726676	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830524.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T13:49:42Z
SAMN36726635	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830538.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T14:59:59Z
SAMN36726632	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830542.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T03:07:27Z
SAMN36726628	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830546.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T12:09:23Z
SAMN36726659	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830567.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-20T22:17:24Z
SAMN36726619	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830571.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T16:02:37Z
SAMN36726650	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830576.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-03T19:57:03Z
SAMN36727323	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830622.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-03T07:03:30Z
SAMN36727313	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830633.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-20T22:17:24Z
SAMN36727305	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830642.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:28Z
SAMN36727274	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830645.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T22:18:39Z
SAMN36727337	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830650.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T13:50:07Z
SAMN36727332	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830656.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T02:09:44Z
SAMN36727328	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830660.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T02:04:50Z
SAMN36727297	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830666.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T13:50:11Z
SAMN36727291	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830673.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T09:57:30Z
SAMN36727282	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830682.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T12:04:23Z
SAMN36727281	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830683.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T13:50:14Z
SAMN36729167	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830755.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T14:47:37Z
SAMN36729165	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830757.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:29Z
SAMN36729161	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830760.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T23:57:00Z
SAMN36728917	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830761.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T14:47:39Z
SAMN36729144	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001830776.2	tetracycline	resistant	>=	16.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T02:04:50Z
SAMN36729143	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830777.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-21T14:07:39Z
SAMN36728942	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830800.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T08:16:02Z
SAMN36728936	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830806.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T12:09:24Z
SAMN36728920	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830817.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T12:04:24Z
SAMN36729179	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830829.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T14:47:52Z
SAMN36729176	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830832.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T10:17:41Z
SAMN36728918	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830839.1	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2023-07-27T14:47:54Z
SAMN36729111	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830847.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T12:04:24Z
SAMN36729097	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830862.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T12:10:18Z
SAMN36729066	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830869.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T16:56:30Z
SAMN36728898	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830903.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-04T15:07:20Z
SAMN36728964	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830908.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T23:57:01Z
SAMN36728952	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830921.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T12:09:25Z
SAMN36729078	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830937.3	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-20T22:17:26Z
SAMN36728905	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830949.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T16:02:38Z
SAMN36729038	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT001830951.2	tigecycline	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-21T14:07:41Z
